"","chr","start","end","strand","PAnum","tot_tag","coord","refPAnum","ftr","gene_id","biotype","ftr_start","ftr_end","upstream_id","upstream_start","upstream_end","downstream_id","downstream_start","downstream_end","Amp311_R1","Amp311_R2","Amp311_R3","average"
"91561","1",27849763,27849918,"-",64,1272,27849870,593,"three_prime_UTR","AT1G74060","protein_coding","27849217","27850032",NA,NA,NA,NA,NA,NA,141.761848875596,121.395540070277,142.072606851516,135.076665265797
"91567","1",27851498,27851642,"-",36,504,27851600,216,"three_prime_UTR","AT1G74070","protein_coding","27851460","27851748",NA,NA,NA,NA,NA,NA,52.6902447148235,58.6632079110557,31.8587057788248,47.7373861349013
"91568","1",27851679,27851749,"-",15,98,27851696,33,"three_prime_UTR","AT1G74070","protein_coding","27851460","27851748",NA,NA,NA,NA,NA,NA,7.52717781640335,9.66417008939357,12.4851684808908,9.89217212889591
"91577","1",27864312,27864411,"-",38,571,27864347,210,"three_prime_UTR","AT1G74100","protein_coding","27864345","27864488",NA,NA,NA,NA,NA,NA,56.4538336230251,57.6459268490143,60.7037502001932,58.2678368907442
"91600","1",27897033,27897042,"-",8,44,27897036,15,"intergenic","AT1G74180","protein_coding","27897040","27896436","AT1G74180",27897040,27902025,"AT1G74170",27891494,27896436,8.15444263443696,3.22139002979786,5.1662766127824,5.51403642567241
"91615","1",27922783,27922925,"-",44,519,27922827,220,"three_prime_UTR","AT1G74260","protein_coding","27922725","27923004",NA,NA,NA,NA,NA,NA,47.6721261705546,59.5109421294236,39.6081206979984,48.9303963326589
"91619","1",27928170,27928321,"-",78,2052,27928272,329,"three_prime_UTR","AT1G74270","protein_coding","27928171","27928414",NA,NA,NA,NA,NA,NA,216.406362221596,208.373070874819,205.790018409166,210.189817168527
"91631","1",27948005,27948197,"-",35,145,27948122,29,"three_prime_UTR","AT1G74340","protein_coding","27948045","27948287",NA,NA,NA,NA,NA,NA,13.7998259967395,13.7332943375593,18.0819681447384,15.2050294930124
"91643","1",27961518,27961607,"-",11,28,27961535,17,"intergenic","AT1G74390","protein_coding","27961537","27960970","AT1G74390",27961537,27963954,"AT1G74385",27960725,27960970,1.25452963606723,1.69546843673571,6.8883688170432,3.27945562994871
"91652","1",27976462,27976529,"-",11,42,27976500,26,"intergenic","AT1G74440","protein_coding","27976502","27975752","AT1G74440",27976502,27980404,"AT1G09457",27975520,27975752,3.13632409016806,4.57776477918643,4.305230510652,4.0064397933355
"91659","1",27978888,27978946,"-",16,57,27978917,25,"three_prime_UTR","AT1G74440","protein_coding","27978057","27979207",NA,NA,NA,NA,NA,NA,5.64538336230251,6.44278005959572,4.305230510652,5.46446464418341
"91660","1",27978987,27979078,"-",18,60,27979060,18,"three_prime_UTR","AT1G74440","protein_coding","27978057","27979207",NA,NA,NA,NA,NA,NA,4.39085372623529,6.61232690326929,6.0273227149128,5.67683444813913
"91661","1",27979111,27979160,"-",14,133,27979115,50,"three_prime_UTR","AT1G74440","protein_coding","27978057","27979207",NA,NA,NA,NA,NA,NA,11.290766724605,13.2246538065386,15.9293528894124,13.4815911401853
"91662","1",27984170,27984242,"-",7,42,27984241,28,"intergenic","AT1G74453","snoRNA","27984604","27980456","AT1G74453",27984604,27984713,"AT1G74440",27978057,27980456,5.0181185442689,3.560483717145,5.5967996638476,4.72513397508717
"91663","1",27984277,27984350,"-",20,288,27984302,116,"intergenic","AT1G74453","snoRNA","27984604","27980456","AT1G74453",27984604,27984713,"AT1G74440",27978057,27980456,32.6177705377479,25.9406670820564,35.7334132384116,31.4306169527386
"91667","1",27984884,27984976,"-",17,32,27984895,12,"intergenic","AT1G09467","snoRNA","27984975","27984826","AT1G09467",27984975,27985042,"AT1G74456",27984745,27984826,6.27264818033613,2.37365581143,3.4441844085216,4.03016280009591
"91676","1",28007914,28008027,"-",28,507,28007973,320,"three_prime_UTR","AT1G74520","protein_coding","28007961","28008108",NA,NA,NA,NA,NA,NA,52.6902447148235,52.5595215388072,48.6491047703676,51.2996236746661
"91680","1",28009576,28009610,"-",15,81,28009609,43,"three_prime_UTR","AT1G74530","protein_coding","28009465","28009722",NA,NA,NA,NA,NA,NA,4.39085372623529,8.307795340005,10.76307627663,7.8205751142901
"91690","1",28017568,28017775,"-",56,672,28017624,163,"three_prime_UTR","AT1G74560","protein_coding","28017584","28017762",NA,NA,NA,NA,NA,NA,79.0353670722352,64.9364411269779,70.1752573236276,71.3823551742802
"91700","1",28023677,28023713,"-",9,50,28023712,32,"three_prime_UTR","AT1G74590","protein_coding","28023627","28023886",NA,NA,NA,NA,NA,NA,2.50905927213445,5.59504584122786,5.5967996638476,4.56696825906997
"91710","1",28038287,28038287,"-",1,63,28038287,63,"intergenic","AT1G74660","protein_coding","28045472","28027869","AT1G74660",28045472,28048289,"AT1G74600",28024840,28027869,23.2087982672437,3.73003056081857,1.7220922042608,9.55364034410768
"91724","1",28061146,28061275,"-",47,379,28061177,100,"three_prime_UTR","AT1G74690","protein_coding","28061159","28061497",NA,NA,NA,NA,NA,NA,35.7540946279159,40.8607893253307,34.8723671362812,37.1624170298426
"91749","1",28101957,28101974,"-",15,116,28101967,42,"three_prime_UTR","AT1G74800","protein_coding","28101762","28102220",NA,NA,NA,NA,NA,NA,10.6635019065714,12.5464664318443,10.76307627663,11.3243482050152
"91765","1",28115867,28115960,"-",32,261,28115908,151,"three_prime_UTR","AT1G74840","protein_coding","28115443","28116200",NA,NA,NA,NA,NA,NA,30.1087112656134,26.6188544567507,24.1092908596512,26.9456188606718
"91767","1",28118751,28118889,"-",47,375,28118841,57,"three_prime_UTR","AT1G74850","protein_coding","28118664","28119236",NA,NA,NA,NA,NA,NA,42.026742808252,40.35214879431,30.136613574564,37.5051683923754
"91786","1",28129813,28129908,"-",59,1299,28129904,736,"three_prime_UTR","AT1G74880","protein_coding","28129828","28130111",NA,NA,NA,NA,NA,NA,127.962022878857,124.956023787422,154.127252281342,135.681766315874
"91795","1",28131467,28131528,"-",15,67,28131495,37,"three_prime_UTR","AT1G74890","protein_coding","28131447","28131589",NA,NA,NA,NA,NA,NA,9.40897227050419,6.95142059061643,4.7357535617172,7.03204880761261
"91800","1",28135494,28135664,"-",46,1306,28135533,340,"three_prime_UTR","AT1G74910","protein_coding","28135361","28135851",NA,NA,NA,NA,NA,NA,136.116465513294,129.533788566609,139.91999159619,135.190081892031
"91804","1",28138981,28139027,"-",12,843,28139024,443,"three_prime_UTR","AT1G74920","protein_coding","28138997","28139174",NA,NA,NA,NA,NA,NA,88.4443393427394,83.9256876184179,89.1182715704964,87.1627661772179
"91817","1",28148574,28148637,"-",15,182,28148580,118,"three_prime_UTR","AT1G74950","protein_coding","28148574","28149094",NA,NA,NA,NA,NA,NA,14.4270908147731,19.1587933351136,19.8040603489992,17.7966481662953
"91818","1",28148665,28148731,"-",19,60,28148721,16,"three_prime_UTR","AT1G74950","protein_coding","28148574","28149094",NA,NA,NA,NA,NA,NA,6.89991299836974,7.12096743429,3.0136613574564,5.67818059670538
"91821","1",28151971,28152070,"-",44,574,28151997,230,"three_prime_UTR","AT1G74960","protein_coding","28151920","28152273",NA,NA,NA,NA,NA,NA,45.1630668984201,54.59408366289,77.494149191736,59.0837665843487
"91823","1",28152359,28152448,"-",29,151,28152371,35,"three_prime_UTR","AT1G74960","protein_coding","28152253","28152563",NA,NA,NA,NA,NA,NA,20.6997389951092,13.7332943375593,15.9293528894124,16.787462074027
"91830","1",28157486,28157687,"-",98,4032,28157587,868,"three_prime_UTR","AT1G74970","protein_coding","28157386","28157760",NA,NA,NA,NA,NA,NA,477.348526523579,410.64245537739,365.514070354355,417.835017418441
"91839","1",28164815,28164890,"-",20,161,28164839,72,"three_prime_UTR","AT1G75010","protein_coding","28164828","28164993",NA,NA,NA,NA,NA,NA,17.5634149049412,16.7851375236836,14.6377837362168,16.3287787216138
"91861","1",28190717,28190815,"-",22,107,28190814,27,"three_prime_UTR","AT1G75100","protein_coding","28190740","28191107",NA,NA,NA,NA,NA,NA,11.9180315426386,10.5119043077614,11.1935993276952,11.2078450593651
"91863","1",28190913,28191027,"-",59,1158,28190946,255,"three_prime_UTR","AT1G75100","protein_coding","28190740","28191107",NA,NA,NA,NA,NA,NA,127.334758060823,117.326415822111,113.227562430148,119.296245437694
"91874","1",28196846,28196910,"-",17,50,28196901,10,"three_prime_UTR","AT1G75120","protein_coding","28196857","28197021",NA,NA,NA,NA,NA,NA,5.0181185442689,5.08640531020714,5.1662766127824,5.09026682241948
"91882","1",28199928,28200006,"-",20,83,28199955,15,"three_prime_UTR","AT1G75130","protein_coding","28199938","28200072",NA,NA,NA,NA,NA,NA,6.89991299836974,8.64688902735214,9.0409840723692,8.19592869936369
"91885","1",28202016,28202061,"-",19,139,28202052,25,"intergenic","AT1G75140","protein_coding","28202053","28201975","AT1G75140",28202053,28204362,"AT1G75130",28199938,28201975,17.5634149049412,15.7678564616421,7.7494149191736,13.6935620952523
"91901","1",28215839,28215913,"-",21,212,28215861,54,"three_prime_UTR","AT1G75180","protein_coding","28215836","28216149",NA,NA,NA,NA,NA,NA,20.6997389951092,22.2106365212379,20.6651064511296,21.1918273224922
"91902","1",28215952,28216018,"-",18,316,28215962,115,"three_prime_UTR","AT1G75180","protein_coding","28215836","28216149",NA,NA,NA,NA,NA,NA,30.735976083647,31.3661660796107,35.3028901873464,32.4683441168681
"91910","1",28220586,28220738,"-",35,174,28220653,64,"three_prime_UTR","AT1G75200","protein_coding","28220626","28220848",NA,NA,NA,NA,NA,NA,16.9361500869075,19.3283401787871,14.2072606851516,16.8239169836154
"91919","1",28229120,28229246,"-",35,348,28229189,78,"three_prime_UTR","AT1G75220","protein_coding","28229026","28229411",NA,NA,NA,NA,NA,NA,28.8541816295462,39.3348677322686,30.136613574564,32.7752209787929
"91930","1",28250049,28250133,"-",28,142,28250092,40,"three_prime_UTR","AT1G75270","protein_coding","28250075","28250254",NA,NA,NA,NA,NA,NA,20.0724741770756,16.2764969926629,6.0273227149128,14.1254312948838
"91943","1",28258802,28258814,"-",11,170,28258810,72,"intergenic","AT1G75330","protein_coding","28266259","28257236","AT1G75330",28266259,28268416,"AT1G75295",28254820,28257236,17.5634149049412,8.64688902735214,39.1775976469332,21.7959671930755
"91946","1",28266260,28266402,"-",41,607,28266328,303,"three_prime_UTR","AT1G75330","protein_coding","28266259","28266456",NA,NA,NA,NA,NA,NA,49.5539206246554,67.9882843131022,54.6764274852804,57.4062108076793
"91961","1",28276416,28276500,"-",33,359,28276425,214,"three_prime_UTR","AT1G75370","protein_coding","28276281","28276656",NA,NA,NA,NA,NA,NA,35.1268298098823,36.1134777024707,38.747074595868,36.6624607027403
"91966","1",28281379,28281532,"-",60,905,28281481,256,"three_prime_UTR","AT1G75380","protein_coding","28281195","28281708",NA,NA,NA,NA,NA,NA,79.0353670722352,93.4203108641379,98.1592556428656,90.2049778597462
"91981","1",28299754,28299926,"-",36,267,28299872,43,"three_prime_UTR","AT1G75410","protein_coding","28299786","28300094",NA,NA,NA,NA,NA,NA,27.599651993479,29.1620571118543,21.9566756043252,26.2394615698862
"92014","1",28337803,28338025,"-",77,1296,28337904,411,"three_prime_UTR","AT1G75500","protein_coding","28337768","28338281",NA,NA,NA,NA,NA,NA,136.743730331328,139.197958656002,110.644424123756,128.862037703695
"92016","1",28338111,28338154,"-",9,36,28338124,18,"three_prime_UTR","AT1G75500","protein_coding","28337768","28338281",NA,NA,NA,NA,NA,NA,5.0181185442689,1.86501528040929,7.3188918681084,4.7340085642622
"92029","1",28347016,28347063,"-",9,148,28347061,58,"three_prime_UTR","AT1G75510","protein_coding","28346998","28347253",NA,NA,NA,NA,NA,NA,17.5634149049412,14.7505753996007,14.2072606851516,15.5070836632312
"92030","1",28347097,28347149,"-",12,65,28347117,18,"three_prime_UTR","AT1G75510","protein_coding","28346998","28347253",NA,NA,NA,NA,NA,NA,3.76358890820168,6.44278005959572,9.0409840723692,6.4157843467222
"92064","1",28371139,28371158,"-",16,157,28371140,56,"intergenic","AT1G75560","protein_coding","28371141","28370061","AT1G75560",28371141,28373301,"AT1G75550",28368447,28370061,13.7998259967395,14.0723880249064,22.3871986553904,16.7531375590121
"92065","1",28371187,28371310,"-",36,128,28371304,12,"three_prime_UTR","AT1G75560","protein_coding","28371141","28371419",NA,NA,NA,NA,NA,NA,15.0543556328067,11.6987322134764,15.068306787282,13.940464877855
"92082","1",28415197,28415273,"-",14,100,28415202,46,"three_prime_UTR","AT1G75670","protein_coding","28415152","28415377",NA,NA,NA,NA,NA,NA,6.27264818033613,11.6987322134764,9.0409840723692,9.00412148872725
"92086","1",28417059,28417128,"-",27,245,28417066,60,"three_prime_UTR","AT1G75680","protein_coding","28417052","28417214",NA,NA,NA,NA,NA,NA,26.9723871754453,25.7711202383829,21.52615255326,24.7565533223627
"92093","1",28422013,28422196,"-",59,3622,28422113,2097,"three_prime_UTR","AT1G75690","protein_coding","28421730","28422272",NA,NA,NA,NA,NA,NA,362.559064823428,320.782628230397,495.962554827111,393.101415960312
"92103","1",28435750,28435826,"-",16,55,28435805,16,"three_prime_UTR","AT1G75730","protein_coding","28435625","28435990",NA,NA,NA,NA,NA,NA,6.89991299836974,5.08640531020714,6.0273227149128,6.00454700782989
"92113","1",28441472,28441668,"-",102,3545,28441556,791,"three_prime_UTR","AT1G75750","protein_coding","28441501","28441812",NA,NA,NA,NA,NA,NA,376.986155638201,359.778402275319,353.889947975595,363.551501963038
"92120","1",28446708,28446761,"-",14,112,28446721,52,"three_prime_UTR","AT1G75760","protein_coding","28446632","28446988",NA,NA,NA,NA,NA,NA,12.5452963606723,11.86827905715,9.4715071234344,11.2950275137522
"92124","1",28451120,28451144,"-",9,140,28451140,95,"three_prime_UTR","AT1G75780","protein_coding","28451138","28451377",NA,NA,NA,NA,NA,NA,16.9361500869075,13.7332943375593,13.7767376340864,14.8153940195177
"92135","1",28463359,28463510,"-",51,347,28463434,68,"three_prime_UTR","AT1G75820","protein_coding","28463344","28463630",NA,NA,NA,NA,NA,NA,35.7540946279159,32.7225408289993,41.7607359533244,36.7457904700799
"92145","1",28475403,28475410,"-",3,87,28475407,82,"intergenic","AT1G75850","protein_coding","28477768","28470292","AT1G75850",28477768,28483946,"AT1G09583",28470024,28470292,8.15444263443696,5.76459268490143,17.220922042608,10.3799857873155
"92149","1",28477753,28477844,"-",28,154,28477813,43,"three_prime_UTR","AT1G75850","protein_coding","28477768","28478052",NA,NA,NA,NA,NA,NA,13.7998259967395,12.5464664318443,24.9703369617816,17.1055431301218
"92154","1",28484112,28484193,"-",19,177,28484165,74,"three_prime_UTR","AT1G75860","protein_coding","28484129","28484254",NA,NA,NA,NA,NA,NA,21.3270038131428,17.2937780547043,17.6514450936732,18.7574089871734
"92177","1",28507268,28507275,"-",7,55,28507269,40,"intergenic","AT1G75945","protein_coding","28515245","28504403","AT1G75945",28515245,28515916,"AT1G09603",28503779,28504403,5.0181185442689,5.25595215388072,6.8883688170432,5.72081317173094
"92181","1",28515187,28515334,"-",50,456,28515271,201,"three_prime_UTR","AT1G75945","protein_coding","28515245","28515412",NA,NA,NA,NA,NA,NA,43.9085372623529,43.4039919804343,55.967996638476,47.7601752937544
"92189","1",28522687,28522792,"-",23,111,28522687,29,"three_prime_UTR","AT1G75980","protein_coding","28522554","28523052",NA,NA,NA,NA,NA,NA,12.5452963606723,11.5291853698029,9.9020301744996,11.3255039683249
"92191","1",28524493,28524559,"-",31,352,28524529,117,"three_prime_UTR","AT1G75990","protein_coding","28524404","28524622",NA,NA,NA,NA,NA,NA,32.6177705377479,38.8262272012479,30.5671366256292,34.003711454875
"92193","1",28528045,28528141,"-",61,2263,28528082,829,"three_prime_UTR","AT1G76010","protein_coding","28528059","28528504",NA,NA,NA,NA,NA,NA,213.270038131428,257.880749227502,173.07026652821,214.740351295714
"92194","1",28528181,28528373,"-",98,617,28528312,60,"three_prime_UTR","AT1G76010","protein_coding","28528059","28528504",NA,NA,NA,NA,NA,NA,60.8446873492604,67.1405500947343,53.3848583320848,60.4566985920265
"92199","1",28532083,28532125,"-",9,70,28532125,30,"three_prime_UTR","AT1G76020","protein_coding","28532045","28532242",NA,NA,NA,NA,NA,NA,8.15444263443696,7.46006112163714,5.5967996638476,7.07043447330724
"92204","1",28543032,28543175,"-",19,98,28543103,57,"three_prime_UTR","AT1G76060","protein_coding","28543100","28543366",NA,NA,NA,NA,NA,NA,9.40897227050419,11.0205448387821,7.7494149191736,9.39297734281998
"92217","1",28547720,28548004,"-",76,1499,28547935,546,"three_prime_UTR","AT1G76080","protein_coding","28547786","28548062",NA,NA,NA,NA,NA,NA,174.379619413344,135.467928095184,181.680727549514,163.842758352681
"92225","1",28550344,28550521,"-",60,662,28550424,166,"three_prime_UTR","AT1G76090","protein_coding","28550202","28550591",NA,NA,NA,NA,NA,NA,74.0172485279663,73.4137833106564,47.7880586682372,65.0730301689533
"92230","1",28553951,28554181,"-",133,5230,28553986,1672,"three_prime_UTR","AT1G76100","protein_coding","28553883","28554216",NA,NA,NA,NA,NA,NA,452.885198620268,537.293947601548,576.470365376303,522.21650386604
"92235","1",28554989,28555142,"-",55,671,28555078,158,"three_prime_UTR","AT1G76110","protein_coding","28555034","28555286",NA,NA,NA,NA,NA,NA,54.5720391689243,62.2236916282007,93.4235020811484,70.0730776260911
"92242","1",28558667,28558788,"-",25,96,28558669,24,"three_prime_UTR","AT1G76120","protein_coding","28558630","28558812",NA,NA,NA,NA,NA,NA,9.40897227050419,10.681451151435,7.7494149191736,9.27994611370426
"92249","1",28574980,28575133,"-",47,372,28575012,81,"three_prime_UTR","AT1G76150","protein_coding","28574740","28575235",NA,NA,NA,NA,NA,NA,33.8723001738151,39.8435082632893,35.7334132384116,36.4830738918387
"92252","1",28577939,28578088,"-",57,1865,28577969,1170,"three_prime_UTR","AT1G76160","protein_coding","28577842","28578210",NA,NA,NA,NA,NA,NA,151.798085964134,209.898992467881,165.751374660102,175.816151030706
"92257","1",28584019,28584048,"-",9,27,28584034,10,"three_prime_UTR","AT1G76170","protein_coding","28583850","28584178",NA,NA,NA,NA,NA,NA,2.50905927213445,1.69546843673571,5.5967996638476,3.26710912423926
"92259","1",28586759,28586932,"-",108,5687,28586820,868,"three_prime_UTR","AT1G76180","protein_coding","28586663","28587012",NA,NA,NA,NA,NA,NA,483.621174703915,618.845979408536,545.042182648543,549.169778920332
"92266","1",28587291,28587294,"-",3,27,28587293,18,"CDS","AT1G76180","protein_coding","28587013","28587321",NA,NA,NA,NA,NA,NA,5.64538336230251,2.54320265510357,1.2915691531956,3.1600517235339
"92274","1",28602748,28602816,"-",11,83,28602812,47,"three_prime_UTR","AT1G76240","protein_coding","28602705","28602948",NA,NA,NA,NA,NA,NA,9.40897227050419,7.62960796531071,9.9020301744996,8.98020347010484
"92295","1",28617561,28617634,"-",20,88,28617609,17,"three_prime_UTR","AT1G76280","protein_coding","28617577","28617947",NA,NA,NA,NA,NA,NA,10.6635019065714,7.79915480898429,10.76307627663,9.74191099739524
"92302","1",28627774,28627834,"-",16,74,28627833,35,"three_prime_UTR","AT1G76310","protein_coding","28627694","28628045",NA,NA,NA,NA,NA,NA,6.27264818033613,8.47734218367857,6.0273227149128,6.92577102630917
"92306","1",28634939,28635049,"-",25,226,28634953,46,"three_prime_UTR","AT1G76340","protein_coding","28634881","28635187",NA,NA,NA,NA,NA,NA,16.3088852688739,26.6188544567507,18.5124911958036,20.4800769738094
"92313","1",28643095,28643145,"-",11,33,28643121,7,"three_prime_UTR","AT1G76360","protein_coding","28643038","28643241",NA,NA,NA,NA,NA,NA,3.13632409016806,3.560483717145,3.0136613574564,3.23682305492315
"92322","1",28651131,28651195,"-",15,58,28651153,10,"three_prime_UTR","AT1G76380","protein_coding","28651069","28651415",NA,NA,NA,NA,NA,NA,6.27264818033613,6.61232690326929,3.8747074595868,5.58656084773074
"92327","1",28658544,28658688,"-",23,181,28658608,66,"three_prime_UTR","AT1G76400","protein_coding","28658554","28658712",NA,NA,NA,NA,NA,NA,16.9361500869075,19.1587933351136,17.6514450936732,17.9154628385648
"92338","1",28682138,28682174,"-",10,84,28682159,34,"three_prime_UTR","AT1G76440","protein_coding","28682084","28682370",NA,NA,NA,NA,NA,NA,8.78170745247058,7.46006112163714,11.1935993276952,9.14512263393431
"92341","1",28686102,28686172,"-",11,39,28686151,15,"intergenic","AT1G76460","protein_coding","28686181","28683785","AT1G76460",28686181,28689208,"AT1G76440",28682084,28683785,8.15444263443696,3.39093687347143,2.5831383063912,4.70950593809986
"92355","1",28708723,28708816,"-",15,71,28708768,20,"three_prime_UTR","AT1G76510","protein_coding","28708635","28708926",NA,NA,NA,NA,NA,NA,5.64538336230251,8.13824849633143,6.0273227149128,6.60365152451558
"92362","1",28720353,28720457,"-",24,83,28720369,28,"three_prime_UTR","AT1G76540","protein_coding","28720328","28720553",NA,NA,NA,NA,NA,NA,9.40897227050419,6.95142059061643,11.6241223787604,9.32817174662701
"92364","1",28722700,28722786,"-",25,293,28722729,66,"three_prime_UTR","AT1G76550","protein_coding","28722657","28722899",NA,NA,NA,NA,NA,NA,28.2269168115126,30.6879787049164,28.8450444213684,29.2533133125991
"92391","1",28768873,28768941,"-",23,333,28768877,136,"three_prime_UTR","AT1G76660","protein_coding","28768759","28769156",NA,NA,NA,NA,NA,NA,25.0905927213445,38.8262272012479,27.5534752681728,30.4900983969217
"92397","1",28772598,28772831,"-",54,237,28772811,45,"three_prime_UTR","AT1G76670","protein_coding","28772563","28772889",NA,NA,NA,NA,NA,NA,21.9542686311764,27.1274949877714,18.0819681447384,22.3879105878954
"92399","1",28780407,28780466,"-",9,70,28780464,27,"three_prime_UTR","AT1G76700","protein_coding","28780408","28780618",NA,NA,NA,NA,NA,NA,3.13632409016806,8.13824849633143,7.3188918681084,6.1978214848693
"92416","1",28802853,28802940,"-",33,179,28802883,23,"three_prime_UTR","AT1G76730","protein_coding","28802753","28803032",NA,NA,NA,NA,NA,NA,16.9361500869075,17.6328717420514,20.6651064511296,18.4113760933629
"92432","1",28822196,28822268,"-",13,59,28822252,20,"three_prime_UTR","AT1G76790","protein_coding","28822186","28822354",NA,NA,NA,NA,NA,NA,3.76358890820168,7.62960796531071,3.4441844085216,4.945793760678
"92437","1",28830929,28831147,"-",47,1179,28831007,627,"three_prime_UTR","AT1G76810","protein_coding","28830902","28831365",NA,NA,NA,NA,NA,NA,97.8533116132436,123.938742725381,125.712730911038,115.834928416554
"92443","1",28834930,28834936,"-",3,48,28834930,43,"CDS","AT1G76810","protein_coding","28834387","28836310",NA,NA,NA,NA,NA,NA,8.15444263443696,3.22139002979786,6.8883688170432,6.08806716042601
"92446","1",28835104,28835125,"-",6,24,28835125,15,"CDS","AT1G76810","protein_coding","28834387","28836310",NA,NA,NA,NA,NA,NA,10.0362370885378,1.35637474938857,0,3.79753727930879
"92450","1",28835465,28835465,"-",1,33,28835465,33,"CDS","AT1G76810","protein_coding","28834387","28836310",NA,NA,NA,NA,NA,NA,3.76358890820168,3.560483717145,2.5831383063912,3.30240364391263
"92454","1",28854418,28854485,"-",23,438,28854459,199,"three_prime_UTR","AT1G76860","protein_coding","28854414","28854593",NA,NA,NA,NA,NA,NA,44.5358020803865,39.5044145759421,57.6900888427368,47.2434351663552
"92466","1",28868007,28868022,"-",10,36,28868020,13,"exon","AT1G76878","lncRNA","28865305","28868258",NA,NA,NA,NA,NA,NA,4.39085372623529,0.847734218367857,10.3325532255648,5.19038039005598
"92467","1",28873080,28873128,"-",14,45,28873128,10,"three_prime_UTR","AT1G76890","protein_coding","28873052","28873210",NA,NA,NA,NA,NA,NA,5.0181185442689,4.06912424816572,5.5967996638476,4.89468081876074
"92468","1",28873162,28873224,"-",14,39,28873212,12,"CDS","AT1G76890","protein_coding","28873211","28874711",NA,NA,NA,NA,NA,NA,4.39085372623529,3.560483717145,4.7357535617172,4.2290303350325
"92473","1",28895292,28895452,"-",51,590,28895300,154,"intergenic","AT1G76930","protein_coding","28895301","28890814","AT1G76930",28895301,28897120,"AT1G09693",28890574,28890814,50.181185442689,65.6146285016722,52.9543352810196,56.2500497417936
"92481","1",28902315,28902444,"-",30,99,28902350,43,"three_prime_UTR","AT1G76940","protein_coding","28902318","28902804",NA,NA,NA,NA,NA,NA,4.39085372623529,11.6987322134764,9.9020301744996,8.66387203807044
"92495","1",28918885,28918933,"-",16,32,28918902,8,"three_prime_UTR","AT1G76955","protein_coding","28918791","28919171",NA,NA,NA,NA,NA,NA,3.76358890820168,2.71274949877714,4.305230510652,3.59385630587694
"92496","1",28918968,28918984,"-",9,66,28918976,52,"three_prime_UTR","AT1G76955","protein_coding","28918791","28919171",NA,NA,NA,NA,NA,NA,12.5452963606723,6.61232690326929,3.0136613574564,7.39042820713265
"92501","1",28922669,28922770,"-",27,147,28922702,39,"three_prime_UTR","AT1G76970","protein_coding","28922415","28922840",NA,NA,NA,NA,NA,NA,15.6816204508403,16.61559068001,10.3325532255648,14.2099214521384
"92503","1",28925766,28925816,"-",14,38,28925803,10,"three_prime_UTR","AT1G76980","protein_coding","28925708","28926465",NA,NA,NA,NA,NA,NA,1.88179445410084,3.89957740449214,5.1662766127824,3.64921615712513
"92525","1",28947630,28947702,"-",14,50,28947632,16,"intergenic","AT1G77030","protein_coding","28947743","28947625","AT1G77030",28947743,28951655,"AT1G77040",28947554,28947625,5.64538336230251,4.74731162286,5.5967996638476,5.32983154967004
"92526","1",28947735,28947809,"-",18,208,28947756,99,"three_prime_UTR","AT1G77030","protein_coding","28947743","28947886",NA,NA,NA,NA,NA,NA,16.3088852688739,19.8369807098079,27.983998319238,21.3766214326399
"92529","1",28951620,28951783,"-",48,454,28951684,127,"three_prime_UTR","AT1G77060","protein_coding","28951643","28951803",NA,NA,NA,NA,NA,NA,45.1630668984201,48.4903972906414,41.3302129022592,44.9945590304403
"92536","1",28960342,28960491,"-",50,406,28960364,52,"three_prime_UTR","AT1G77090","protein_coding","28960312","28960575",NA,NA,NA,NA,NA,NA,25.7178575393781,46.286288322885,39.6081206979984,37.2040888534205
"92551","1",28977327,28977395,"-",18,104,28977336,28,"intergenic","AT1G77122","protein_coding","28977357","28967015","AT1G77122",28977357,28978750,"AT1G77100",28965772,28967015,13.1725611787059,10.0032637767407,10.3325532255648,11.1694593936705
"92555","1",28978867,28978928,"-",15,425,28978893,325,"three_prime_UTR","AT1G77130","protein_coding","28978864","28979065",NA,NA,NA,NA,NA,NA,42.6540076262857,49.1685846653357,28.8450444213684,40.2225455709966
"92566","1",28998036,28998067,"-",12,25,28998067,9,"three_prime_UTR","AT1G77170","protein_coding","28998038","28998132",NA,NA,NA,NA,NA,NA,2.50905927213445,1.35637474938857,5.5967996638476,3.15407789512354
"92569","1",28999594,28999701,"-",45,458,28999617,178,"three_prime_UTR","AT1G77180","protein_coding","28999577","28999790",NA,NA,NA,NA,NA,NA,38.890418718084,54.0854431318693,33.1502749320204,42.0420455939912
"92582","1",29008921,29008940,"-",6,47,29008938,32,"three_prime_UTR","AT1G77210","protein_coding","29008901","29009035",NA,NA,NA,NA,NA,NA,1.88179445410084,4.40821793551286,7.7494149191736,4.6798091029291
"92586","1",29020241,29020284,"-",10,48,29020264,31,"three_prime_UTR","AT1G77250","protein_coding","29020176","29020443",NA,NA,NA,NA,NA,NA,5.0181185442689,5.76459268490143,2.5831383063912,4.45528317852051
"92588","1",29023774,29023854,"-",24,189,29023803,67,"three_prime_UTR","AT1G77260","protein_coding","29023712","29023960",NA,NA,NA,NA,NA,NA,20.6997389951092,22.2106365212379,10.76307627663,17.891150597659
"92594","1",29031189,29031308,"-",24,134,29031234,52,"three_prime_UTR","AT1G77280","protein_coding","29030998","29031467",NA,NA,NA,NA,NA,NA,12.5452963606723,16.2764969926629,7.7494149191736,12.1904027575029
